what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336414521492
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1336414587513
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336414587543
opened,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1336414587716
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1336414587793
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1336414593230
closed,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1336414593230
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1336414594457
closed,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1336414594457
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336414595763
closed,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1336414595765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336414608578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336415517888
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336415519814
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336415594172
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1336415594191
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336415596298
