what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1336324878754
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1336324878798
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336324878831
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1336324879263
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1336324879276
started,bundle,org.eclipse.jst.common.frameworks,1.1.501.v201201190400,"org.eclipse.jst.common.frameworks",1336324880369
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1336324881693
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1336324881693
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336324881700
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1336324881714
started,bundle,org.eclipse.pde.build,3.7.0.v20111116-2009,"org.eclipse.pde.build",1336324881897
started,bundle,org.eclipse.uml2.uml.editor,3.1.100.v201009281840,"org.eclipse.uml2.uml.editor",1336324892581
opened,editor,org.eclipse.uml2.uml.editor,3.1.100.v201009281840,"org.eclipse.uml2.uml.editor.presentation.UMLEditorID",1336324892694
activated,editor,org.eclipse.uml2.uml.editor,3.1.100.v201009281840,"org.eclipse.uml2.uml.editor.presentation.UMLEditorID",1336324892764
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336324893009
opened,editor,org.eclipse.uml2.diagram.clazz,0.10.0.201103290533,"org.eclipse.uml2.diagram.clazz.part.UMLDiagramEditorID",1336324903574
activated,editor,org.eclipse.uml2.diagram.clazz,0.10.0.201103290533,"org.eclipse.uml2.diagram.clazz.part.UMLDiagramEditorID",1336324903944
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336324904254
activated,editor,org.eclipse.uml2.diagram.clazz,0.10.0.201103290533,"org.eclipse.uml2.diagram.clazz.part.UMLDiagramEditorID",1336324906376
closed,editor,org.eclipse.uml2.uml.editor,3.1.100.v201009281840,"org.eclipse.uml2.uml.editor.presentation.UMLEditorID",1336324906395
activated,editor,org.eclipse.uml2.diagram.clazz,0.10.0.201103290533,"org.eclipse.uml2.diagram.clazz.part.UMLDiagramEditorID",1336324978168
started,bundle,org.eclipse.gmf.runtime.common.ui.services.properties,1.3.1.v20101221-2230,"org.eclipse.gmf.runtime.common.ui.services.properties",1336325079390
started,bundle,org.eclipse.gmf.runtime.diagram.ui.properties,1.4.2.v20101129-2230,"org.eclipse.gmf.runtime.diagram.ui.properties",1336325079401
started,bundle,org.eclipse.gmf.runtime.emf.ui.properties,1.5.0.v20101222-2230,"org.eclipse.gmf.runtime.emf.ui.properties",1336325079472
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1336325079601
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1336325079668
activated,editor,org.eclipse.uml2.diagram.clazz,0.10.0.201103290533,"org.eclipse.uml2.diagram.clazz.part.UMLDiagramEditorID",1336325128703
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1336325195346
activated,editor,org.eclipse.uml2.diagram.clazz,0.10.0.201103290533,"org.eclipse.uml2.diagram.clazz.part.UMLDiagramEditorID",1336325235756
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336325283527
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336325321217
activated,editor,org.eclipse.uml2.diagram.clazz,0.10.0.201103290533,"org.eclipse.uml2.diagram.clazz.part.UMLDiagramEditorID",1336325324110
activated,editor,org.eclipse.uml2.diagram.clazz,0.10.0.201103290533,"org.eclipse.uml2.diagram.clazz.part.UMLDiagramEditorID",1336325361724
activated,editor,org.eclipse.uml2.diagram.clazz,0.10.0.201103290533,"org.eclipse.uml2.diagram.clazz.part.UMLDiagramEditorID",1336325371772
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1336325392027
activated,editor,org.eclipse.uml2.diagram.clazz,0.10.0.201103290533,"org.eclipse.uml2.diagram.clazz.part.UMLDiagramEditorID",1336325421225
activated,editor,org.eclipse.uml2.diagram.clazz,0.10.0.201103290533,"org.eclipse.uml2.diagram.clazz.part.UMLDiagramEditorID",1336325423157
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1336325503205
activated,editor,org.eclipse.uml2.diagram.clazz,0.10.0.201103290533,"org.eclipse.uml2.diagram.clazz.part.UMLDiagramEditorID",1336325510218
activated,editor,org.eclipse.uml2.diagram.clazz,0.10.0.201103290533,"org.eclipse.uml2.diagram.clazz.part.UMLDiagramEditorID",1336325511632
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1336325517408
activated,editor,org.eclipse.uml2.diagram.clazz,0.10.0.201103290533,"org.eclipse.uml2.diagram.clazz.part.UMLDiagramEditorID",1336325529988
activated,editor,org.eclipse.uml2.diagram.clazz,0.10.0.201103290533,"org.eclipse.uml2.diagram.clazz.part.UMLDiagramEditorID",1336325531196
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1336325536288
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336325545780
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336325548922
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336325556698
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336325558623
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336325584980
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336325586360
activated,editor,org.eclipse.uml2.diagram.clazz,0.10.0.201103290533,"org.eclipse.uml2.diagram.clazz.part.UMLDiagramEditorID",1336325588197
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1336325595114
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336325598351
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336325599636
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336325602597
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336325603953
activated,editor,org.eclipse.uml2.diagram.clazz,0.10.0.201103290533,"org.eclipse.uml2.diagram.clazz.part.UMLDiagramEditorID",1336325604638
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336325649786
activated,editor,org.eclipse.uml2.diagram.clazz,0.10.0.201103290533,"org.eclipse.uml2.diagram.clazz.part.UMLDiagramEditorID",1336325651155
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336325655550
activated,editor,org.eclipse.uml2.diagram.clazz,0.10.0.201103290533,"org.eclipse.uml2.diagram.clazz.part.UMLDiagramEditorID",1336325657924
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336325657935
closed,editor,org.eclipse.uml2.diagram.clazz,0.10.0.201103290533,"org.eclipse.uml2.diagram.clazz.part.UMLDiagramEditorID",1336325657974
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336325667616
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336325796609
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336325810841
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336325825176
started,bundle,org.eclipse.emf.converter,2.5.0.v20120130-0943,"org.eclipse.emf.converter",1336325837270
started,bundle,org.eclipse.emf.importer,2.6.0.v20120130-0943,"org.eclipse.emf.importer",1336325837271
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1336325858527
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336325858566
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336325864057
started,bundle,org.eclipse.emf.importer.java,2.6.0.v20120130-0943,"org.eclipse.emf.importer.java",1336325914501
started,bundle,org.eclipse.emf.codegen,2.6.0.v20120130-0943,"org.eclipse.emf.codegen",1336325914591
started,bundle,org.eclipse.emf.codegen.ecore,2.7.0.v20120130-0943,"org.eclipse.emf.codegen.ecore",1336325914624
started,bundle,org.eclipse.uml2.uml.ecore.importer,2.4.100.v201008301510,"org.eclipse.uml2.uml.ecore.importer",1336325932571
started,bundle,org.eclipse.emf.codegen.ecore.ui,2.7.0.v20120130-0943,"org.eclipse.emf.codegen.ecore.ui",1336325932683
started,bundle,org.eclipse.uml2.codegen.ecore,1.7.1.v201109082252,"org.eclipse.uml2.codegen.ecore",1336325950057
started,bundle,org.eclipse.uml2.codegen.ecore.ui,1.6.100.v201008301510,"org.eclipse.uml2.codegen.ecore.ui",1336325955347
opened,editor,org.eclipse.emf.codegen.ecore.ui,2.7.0.v20120130-0943,"org.eclipse.emf.codegen.ecore.genmodel.presentation.GenModelEditorID",1336325955375
activated,editor,org.eclipse.emf.codegen.ecore.ui,2.7.0.v20120130-0943,"org.eclipse.emf.codegen.ecore.genmodel.presentation.GenModelEditorID",1336325955408
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1336325955594
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336325955607
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336325962438
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336325963862
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336325970023
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336325997673
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336326028504
activated,editor,org.eclipse.emf.codegen.ecore.ui,2.7.0.v20120130-0943,"org.eclipse.emf.codegen.ecore.genmodel.presentation.GenModelEditorID",1336326068248
activated,editor,org.eclipse.uml2.diagram.clazz,0.10.0.201103290533,"org.eclipse.uml2.diagram.clazz.part.UMLDiagramEditorID",1336326070130
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336326072552
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336326072713
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336326089055
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336326100004
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1336326104731
